quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,10,0,1,10,NYJ,NED,NYJ41,pass,7,7,023 Empty Pass RXZ S44 Normal,023,Empty,Normal,1-10poss,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,ILB Dana Bethel,,,None,None,False,,,1,S44,RXZ,S,4,0,2053,Week 5,New York (A),NJ,54,3 ,fair,59,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,13,37,0,2,3,NYJ,NED,NYJ48,pass,4,0,122 Weak Pass TXYZA F1662 Normal,122,Weak,Normal,1or2-3-5,43 Over,Regular Personnel,Tampa-2,No Blitz,Double,None,Normal,OLB Kris Corona,ILB Dana Bethel,,None,None,False,,,2,F1662,TXYZA,F,1,0,2053,Week 5,New York (A),NJ,54,3 ,fair,52,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,12,57,0,1,10,NYJ,NED,NED48,pass,-1,0,212 Pro Pass XAYZ FF27 Shotgun,212,Pro,Shotgun,1-10earn,43 Over,Regular Personnel,Cover-3 Sky,No Blitz,None,None,Normal,ILB Zach Fisk,ILB DB Bethel,,None,None,False,,,3,FF27,XAYZ,F,F,0,2053,Week 5,New York (A),NJ,54,3 ,fair,48,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1Q,12,16,0,2,11,NYJ,NED,NED49,run,7,0,131 Weak Run 27 Normal,131,Weak,Normal,1or2-10-12,43 Over,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,DT Reuben St. Cyr,S Darnell Sheldon,, S Larry Tuiasosopo,an Intentional Face Mask,False,2,7,4,,,,,0,2053,Week 5,New York (A),NJ,54,3 ,fair,49,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,6,0,1,10,NYJ,NED,NED27,pass,27,0,113 Weak Pass ZXYAR S8SS1 Shotgun,113,Weak,Shotgun,1-10earn,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,,,,None,None,False,,,5,S8SS1,ZXYAR,S,8,0,2053,Week 5,New York (A),NJ,54,3 ,fair,27,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1Q,11,51,1,1,10,NED,NYJ,NED25,run,8,0,212 Pro Run 20 Shotgun,212,Pro,Shotgun,1-10poss,34 Eagle,Regular Personnel,Cover-2,No Blitz,None,None,Normal,S Levon Winslett,OLB Ezekiel Malone,,None,None,False,2,0,8,,,,,0,2053,Week 5,New York (A),NJ,54,3 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,11,28,1,2,2,NED,NYJ,NED33,pass,3,0,113t Weak Pass ZRXY S23F Shotgun,113t,Weak,Shotgun,1or2-1-2,34 Eagle,Nickel Personnel,Cover-2,No Blitz,Double,None,Normal,OLB Roderick Byrne,,,None,None,False,,,9,S23F,ZRXY,S,2,0,2053,Week 5,New York (A),NJ,54,3 ,fair,67,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,11,3,1,1,10,NED,NYJ,NED36,pass,0,0,212 Pro Pass ZYXA F652 Normal,212,Pro,Normal,1-10earn,34 Eagle,Regular Personnel,Press-1,No Blitz,None,None,Normal,,,,None,None,False,,,10,F652,ZYXA,F,6,0,2053,Week 5,New York (A),NJ,54,3 ,fair,64,NORMAL,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
1Q,10,57,1,2,10,NED,NYJ,NED36,pass,2,1,113 I Pass XRZA S371 Normal,113,I,Normal,1or2-10-12,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,OLB Efrain Dunlap,,WLB R.Byrne,None,None,False,,,11,S371,XRZA,S,3,0,2053,Week 5,New York (A),NJ,54,3 ,fair,64,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,10,33,1,3,8,NED,NYJ,NED38,pass,16,3,104 I Pass ZRXAS 4W103 Normal,104,I,Normal,3or4-8-9,34 Eagle,Dime Personnel,Cover-2,Blitz 1,None,None,3long,CB Alex Reno,CB Jerome Dotson,WLB E.Dunlap,None,None,False,,,12,4W103,ZRXAS,4,W,0,2053,Week 5,New York (A),NJ,54,3 ,fair,62,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,10,5,1,1,10,NED,NYJ,NYJ46,run,0,0,113 Pro Run 24 Normal,113,Pro,Normal,1-10earn,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DE Ralph Jeffries,OLB Efrain Dunlap,,None,None,False,2,4,13,,,,,0,2053,Week 5,New York (A),NJ,54,3 ,fair,46,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,9,30,1,2,10,NED,NYJ,NYJ46,pass,3,2,113t Weak Pass ZRXY S23F Shotgun,113t,Weak,Shotgun,1or2-10-12,34 Eagle,Nickel Personnel,Cover-2,No Blitz,Double,None,Normal,CB Jerome Dotson,,,None,None,False,,,14,S23F,ZRXY,S,2,0,2053,Week 5,New York (A),NJ,54,3 ,fair,46,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,8,48,1,3,7,NED,NYJ,NYJ43,pass,0,0,230 Pro Pass YUTA F261 Normal,230,Pro,Normal,3or4-6-7,34 Eagle,Regular Personnel,Press-1,No Blitz,None,None,3long,,,,None,None,False,,,15,F261,YUTA,F,2,0,2053,Week 5,New York (A),NJ,54,3 ,fair,43,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1Q,8,37,2,1,10,NYJ,NED,NYJ20,pass,21,17,122 I Pass TXZA 1SWF Normal,122,I,Normal,1-10poss,43 Over,Regular Personnel,Tampa-2,No Blitz,None,None,Normal,CB Louis Fulcher,,,None,None,False,,,17,1SWF,TXZA,1,S,0,2053,Week 5,New York (A),NJ,54,3 ,fair,80,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
